transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,year,month,month_name,day,day_name,quarter,is_weekend,age_group,month_name
238,1/17/2023,CUST238,Female,39,Beauty,1,500,500,2023,1,January,17,Tuesday,1,FALSE,Middle Age,January
239,6/19/2023,CUST239,Male,38,Electronics,3,500,1500,2023,6,June,19,Monday,2,FALSE,Middle Age,June
240,2/6/2023,CUST240,Female,23,Beauty,1,300,300,2023,2,February,6,Monday,1,FALSE,Young Adult,February
241,9/21/2023,CUST241,Female,23,Electronics,3,25,75,2023,9,September,21,Thursday,3,FALSE,Young Adult,September
242,5/2/2023,CUST242,Male,21,Clothing,1,25,25,2023,5,May,2,Tuesday,2,FALSE,Young Adult,May
243,5/23/2023,CUST243,Female,47,Electronics,3,300,900,2023,5,May,23,Tuesday,2,FALSE,Middle Age,May
244,12/9/2023,CUST244,Male,28,Beauty,2,50,100,2023,12,December,9,Saturday,4,TRUE,Adult,December
245,9/6/2023,CUST245,Male,47,Clothing,3,30,90,2023,9,September,6,Wednesday,3,FALSE,Middle Age,September
246,4/20/2023,CUST246,Female,48,Electronics,2,25,50,2023,4,April,20,Thursday,2,FALSE,Middle Age,April
247,10/4/2023,CUST247,Male,41,Electronics,2,30,60,2023,10,October,4,Wednesday,4,FALSE,Middle Age,October
248,3/9/2023,CUST248,Male,26,Clothing,3,300,900,2023,3,March,9,Thursday,1,FALSE,Adult,March
249,10/20/2023,CUST249,Male,20,Clothing,1,50,50,2023,10,October,20,Friday,4,FALSE,Young Adult,October
250,10/23/2023,CUST250,Male,48,Electronics,1,50,50,2023,10,October,23,Monday,4,FALSE,Middle Age,October
251,8/31/2023,CUST251,Female,57,Beauty,4,50,200,2023,8,August,31,Thursday,3,FALSE,Middle Age,August
252,5/5/2023,CUST252,Male,54,Electronics,1,300,300,2023,5,May,5,Friday,2,FALSE,Middle Age,May
253,8/31/2023,CUST253,Female,53,Clothing,4,500,2000,2023,8,August,31,Thursday,3,FALSE,Middle Age,August
254,7/28/2023,CUST254,Male,41,Electronics,1,500,500,2023,7,July,28,Friday,3,FALSE,Middle Age,July
255,4/8/2023,CUST255,Male,48,Clothing,1,30,30,2023,4,April,8,Saturday,2,TRUE,Middle Age,April
256,2/18/2023,CUST256,Male,23,Clothing,2,500,1000,2023,2,February,18,Saturday,1,TRUE,Young Adult,February
257,2/19/2023,CUST257,Male,19,Beauty,4,500,2000,2023,2,February,19,Sunday,1,TRUE,Young Adult,February
258,12/4/2023,CUST258,Female,37,Clothing,1,50,50,2023,12,December,4,Monday,4,FALSE,Middle Age,December
259,8/9/2023,CUST259,Female,45,Clothing,4,50,200,2023,8,August,9,Wednesday,3,FALSE,Middle Age,August
260,7/1/2023,CUST260,Male,28,Beauty,2,30,60,2023,7,July,1,Saturday,3,TRUE,Adult,July
261,8/5/2023,CUST261,Male,21,Clothing,2,25,50,2023,8,August,5,Saturday,3,TRUE,Young Adult,August
262,7/30/2023,CUST262,Female,32,Beauty,4,30,120,2023,7,July,30,Sunday,3,TRUE,Adult,July
263,8/28/2023,CUST263,Male,23,Beauty,2,30,60,2023,8,August,28,Monday,3,FALSE,Young Adult,August
264,1/28/2023,CUST264,Male,47,Clothing,3,300,900,2023,1,January,28,Saturday,1,TRUE,Middle Age,January
265,12/11/2023,CUST265,Male,55,Clothing,3,300,900,2023,12,December,11,Monday,4,FALSE,Middle Age,December
266,12/1/2023,CUST266,Female,19,Electronics,2,30,60,2023,12,December,1,Friday,4,FALSE,Young Adult,December
267,11/27/2023,CUST267,Female,32,Beauty,3,30,90,2023,11,November,27,Monday,4,FALSE,Adult,November
268,2/20/2023,CUST268,Female,28,Electronics,1,30,30,2023,2,February,20,Monday,1,FALSE,Adult,February
269,2/1/2023,CUST269,Male,25,Clothing,4,500,2000,2023,2,February,1,Wednesday,1,FALSE,Young Adult,February
270,7/26/2023,CUST270,Male,43,Electronics,1,300,300,2023,7,July,26,Wednesday,3,FALSE,Middle Age,July
271,6/23/2023,CUST271,Female,62,Beauty,4,30,120,2023,6,June,23,Friday,2,FALSE,Senior,June
272,2/25/2023,CUST272,Female,61,Electronics,2,50,100,2023,2,February,25,Saturday,1,TRUE,Senior,February
273,5/8/2023,CUST273,Female,22,Beauty,1,50,50,2023,5,May,8,Monday,2,FALSE,Young Adult,May
274,4/9/2023,CUST274,Female,23,Clothing,2,500,1000,2023,4,April,9,Sunday,2,TRUE,Young Adult,April
275,4/8/2023,CUST275,Male,43,Clothing,2,500,1000,2023,4,April,8,Saturday,2,TRUE,Middle Age,April
276,10/2/2023,CUST276,Female,21,Beauty,4,25,100,2023,10,October,2,Monday,4,FALSE,Young Adult,October
277,8/18/2023,CUST277,Male,36,Clothing,4,25,100,2023,8,August,18,Friday,3,FALSE,Middle Age,August
278,3/13/2023,CUST278,Female,37,Clothing,4,25,100,2023,3,March,13,Monday,1,FALSE,Middle Age,March
279,8/5/2023,CUST279,Male,50,Clothing,1,500,500,2023,8,August,5,Saturday,3,TRUE,Middle Age,August
280,4/4/2023,CUST280,Female,37,Clothing,3,500,1500,2023,4,April,4,Tuesday,2,FALSE,Middle Age,April
281,5/23/2023,CUST281,Female,29,Beauty,4,500,2000,2023,5,May,23,Tuesday,2,FALSE,Adult,May
282,8/25/2023,CUST282,Female,64,Electronics,4,50,200,2023,8,August,25,Friday,3,FALSE,Senior,August
283,5/8/2023,CUST283,Female,18,Electronics,1,500,500,2023,5,May,8,Monday,2,FALSE,Teen,May
284,2/8/2023,CUST284,Male,43,Clothing,4,50,200,2023,2,February,8,Wednesday,1,FALSE,Middle Age,February
285,8/15/2023,CUST285,Female,31,Electronics,1,25,25,2023,8,August,15,Tuesday,3,FALSE,Adult,August
286,10/9/2023,CUST286,Male,55,Electronics,2,25,50,2023,10,October,9,Monday,4,FALSE,Middle Age,October
287,2/20/2023,CUST287,Male,54,Clothing,4,25,100,2023,2,February,20,Monday,1,FALSE,Middle Age,February
288,1/26/2023,CUST288,Male,28,Clothing,4,30,120,2023,1,January,26,Thursday,1,FALSE,Adult,January
289,11/30/2023,CUST289,Male,53,Electronics,2,30,60,2023,11,November,30,Thursday,4,FALSE,Middle Age,November
290,10/4/2023,CUST290,Female,30,Beauty,2,300,600,2023,10,October,4,Wednesday,4,FALSE,Adult,October
291,1/8/2023,CUST291,Male,60,Clothing,2,300,600,2023,1,January,8,Sunday,1,TRUE,Senior,January
292,2/17/2023,CUST292,Male,20,Beauty,4,300,1200,2023,2,February,17,Friday,1,FALSE,Young Adult,February
293,5/2/2023,CUST293,Male,50,Electronics,3,30,90,2023,5,May,2,Tuesday,2,FALSE,Middle Age,May
294,3/27/2023,CUST294,Female,23,Clothing,3,30,90,2023,3,March,27,Monday,1,FALSE,Young Adult,March
295,7/28/2023,CUST295,Female,27,Beauty,3,300,900,2023,7,July,28,Friday,3,FALSE,Adult,July
296,9/6/2023,CUST296,Female,22,Clothing,4,300,1200,2023,9,September,6,Wednesday,3,FALSE,Young Adult,September
297,9/4/2023,CUST297,Female,40,Electronics,2,500,1000,2023,9,September,4,Monday,3,FALSE,Middle Age,September
298,4/20/2023,CUST298,Male,27,Beauty,4,300,1200,2023,4,April,20,Thursday,2,FALSE,Adult,April
299,7/25/2023,CUST299,Male,61,Electronics,2,500,1000,2023,7,July,25,Tuesday,3,FALSE,Senior,July
300,1/31/2023,CUST300,Female,19,Electronics,4,50,200,2023,1,January,31,Tuesday,1,FALSE,Young Adult,January
301,3/26/2023,CUST301,Male,30,Clothing,4,30,120,2023,3,March,26,Sunday,1,TRUE,Adult,March
302,7/14/2023,CUST302,Male,57,Beauty,2,300,600,2023,7,July,14,Friday,3,FALSE,Middle Age,July
303,1/2/2023,CUST303,Male,19,Electronics,3,30,90,2023,1,January,2,Monday,1,FALSE,Young Adult,January
304,7/19/2023,CUST304,Female,37,Electronics,2,30,60,2023,7,July,19,Wednesday,3,FALSE,Middle Age,July
305,5/16/2023,CUST305,Female,18,Beauty,1,30,30,2023,5,May,16,Tuesday,2,FALSE,Teen,May
306,8/21/2023,CUST306,Male,54,Electronics,1,50,50,2023,8,August,21,Monday,3,FALSE,Middle Age,August
307,5/27/2023,CUST307,Female,26,Electronics,2,25,50,2023,5,May,27,Saturday,2,TRUE,Adult,May
308,8/5/2023,CUST308,Female,34,Beauty,4,300,1200,2023,8,August,5,Saturday,3,TRUE,Adult,August
309,12/23/2023,CUST309,Female,26,Beauty,1,25,25,2023,12,December,23,Saturday,4,TRUE,Adult,December
310,10/12/2023,CUST310,Female,28,Beauty,1,25,25,2023,10,October,12,Thursday,4,FALSE,Adult,October
311,12/5/2023,CUST311,Female,32,Beauty,4,25,100,2023,12,December,5,Tuesday,4,FALSE,Adult,December
312,9/7/2023,CUST312,Male,41,Clothing,4,30,120,2023,9,September,7,Thursday,3,FALSE,Middle Age,September
313,3/21/2023,CUST313,Female,55,Beauty,3,500,1500,2023,3,March,21,Tuesday,1,FALSE,Middle Age,March
314,4/8/2023,CUST314,Male,52,Clothing,4,30,120,2023,4,April,8,Saturday,2,TRUE,Middle Age,April
315,6/1/2023,CUST315,Male,47,Clothing,2,30,60,2023,6,June,1,Thursday,2,FALSE,Middle Age,June
316,4/22/2023,CUST316,Female,48,Clothing,2,25,50,2023,4,April,22,Saturday,2,TRUE,Middle Age,April
317,1/30/2023,CUST317,Male,22,Electronics,3,30,90,2023,1,January,30,Monday,1,FALSE,Young Adult,January
318,10/24/2023,CUST318,Male,61,Clothing,1,25,25,2023,10,October,24,Tuesday,4,FALSE,Senior,October
319,10/5/2023,CUST319,Male,31,Clothing,1,500,500,2023,10,October,5,Thursday,4,FALSE,Adult,October
320,2/1/2023,CUST320,Female,28,Electronics,4,300,1200,2023,2,February,1,Wednesday,1,FALSE,Adult,February
321,6/10/2023,CUST321,Female,26,Electronics,2,25,50,2023,6,June,10,Saturday,2,TRUE,Adult,June
322,1/30/2023,CUST322,Male,51,Electronics,1,500,500,2023,1,January,30,Monday,1,FALSE,Middle Age,January
323,1/26/2023,CUST323,Female,29,Beauty,3,300,900,2023,1,January,26,Thursday,1,FALSE,Adult,January
324,10/27/2023,CUST324,Female,52,Electronics,3,50,150,2023,10,October,27,Friday,4,FALSE,Middle Age,October
325,9/2/2023,CUST325,Female,52,Electronics,2,25,50,2023,9,September,2,Saturday,3,TRUE,Middle Age,September
326,9/15/2023,CUST326,Female,18,Clothing,3,25,75,2023,9,September,15,Friday,3,FALSE,Teen,September
327,9/29/2023,CUST327,Male,57,Electronics,3,50,150,2023,9,September,29,Friday,3,FALSE,Middle Age,September
328,3/22/2023,CUST328,Male,39,Beauty,2,50,100,2023,3,March,22,Wednesday,1,FALSE,Middle Age,March
329,1/30/2023,CUST329,Female,46,Electronics,4,25,100,2023,1,January,30,Monday,1,FALSE,Middle Age,January
330,9/18/2023,CUST330,Female,25,Beauty,4,50,200,2023,9,September,18,Monday,3,FALSE,Young Adult,September
331,2/11/2023,CUST331,Male,28,Electronics,3,30,90,2023,2,February,11,Saturday,1,TRUE,Adult,February
332,4/6/2023,CUST332,Male,58,Electronics,4,300,1200,2023,4,April,6,Thursday,2,FALSE,Middle Age,April
333,2/5/2023,CUST333,Female,54,Electronics,4,300,1200,2023,2,February,5,Sunday,1,TRUE,Middle Age,February
334,11/1/2023,CUST334,Male,31,Electronics,3,300,900,2023,11,November,1,Wednesday,4,FALSE,Adult,November
335,2/4/2023,CUST335,Female,47,Beauty,4,30,120,2023,2,February,4,Saturday,1,TRUE,Middle Age,February
336,12/12/2023,CUST336,Female,52,Beauty,3,50,150,2023,12,December,12,Tuesday,4,FALSE,Middle Age,December
337,5/1/2023,CUST337,Male,38,Clothing,1,500,500,2023,5,May,1,Monday,2,FALSE,Middle Age,May
338,7/26/2023,CUST338,Male,54,Beauty,2,50,100,2023,7,July,26,Wednesday,3,FALSE,Middle Age,July
339,3/3/2023,CUST339,Female,22,Electronics,2,25,50,2023,3,March,3,Friday,1,FALSE,Young Adult,March
340,10/19/2023,CUST340,Female,36,Clothing,4,300,1200,2023,10,October,19,Thursday,4,FALSE,Middle Age,October
341,5/7/2023,CUST341,Male,31,Clothing,4,50,200,2023,5,May,7,Sunday,2,TRUE,Adult,May
342,10/24/2023,CUST342,Female,43,Clothing,4,500,2000,2023,10,October,24,Tuesday,4,FALSE,Middle Age,October
343,11/1/2023,CUST343,Male,21,Electronics,2,25,50,2023,11,November,1,Wednesday,4,FALSE,Young Adult,November
344,1/21/2023,CUST344,Female,42,Beauty,1,30,30,2023,1,January,21,Saturday,1,TRUE,Middle Age,January
345,11/14/2023,CUST345,Male,62,Electronics,1,30,30,2023,11,November,14,Tuesday,4,FALSE,Senior,November
346,2/11/2023,CUST346,Male,59,Clothing,2,500,1000,2023,2,February,11,Saturday,1,TRUE,Senior,February
347,8/3/2023,CUST347,Male,42,Electronics,1,25,25,2023,8,August,3,Thursday,3,FALSE,Middle Age,August
348,12/3/2023,CUST348,Female,35,Electronics,2,300,600,2023,12,December,3,Sunday,4,TRUE,Adult,December
349,10/26/2023,CUST349,Female,57,Beauty,1,50,50,2023,10,October,26,Thursday,4,FALSE,Middle Age,October
350,10/17/2023,CUST350,Male,25,Beauty,3,25,75,2023,10,October,17,Tuesday,4,FALSE,Young Adult,October
351,9/25/2023,CUST351,Female,56,Clothing,3,30,90,2023,9,September,25,Monday,3,FALSE,Middle Age,September
352,6/11/2023,CUST352,Male,57,Electronics,2,500,1000,2023,6,June,11,Sunday,2,TRUE,Middle Age,June
353,5/14/2023,CUST353,Male,31,Electronics,1,500,500,2023,5,May,14,Sunday,2,TRUE,Adult,May
354,4/15/2023,CUST354,Female,49,Beauty,4,50,200,2023,4,April,15,Saturday,2,TRUE,Middle Age,April
355,12/9/2023,CUST355,Female,55,Electronics,1,500,500,2023,12,December,9,Saturday,4,TRUE,Middle Age,December
356,6/10/2023,CUST356,Male,50,Electronics,3,500,1500,2023,6,June,10,Saturday,2,TRUE,Middle Age,June
357,5/3/2023,CUST357,Female,40,Electronics,3,25,75,2023,5,May,3,Wednesday,2,FALSE,Middle Age,May
358,5/16/2023,CUST358,Female,32,Beauty,1,300,300,2023,5,May,16,Tuesday,2,FALSE,Adult,May
359,7/22/2023,CUST359,Male,50,Clothing,1,50,50,2023,7,July,22,Saturday,3,TRUE,Middle Age,July
360,3/9/2023,CUST360,Male,42,Clothing,4,25,100,2023,3,March,9,Thursday,1,FALSE,Middle Age,March
361,12/10/2023,CUST361,Female,34,Electronics,4,300,1200,2023,12,December,10,Sunday,4,TRUE,Adult,December
362,11/27/2023,CUST362,Male,50,Clothing,1,25,25,2023,11,November,27,Monday,4,FALSE,Middle Age,November
363,6/3/2023,CUST363,Male,64,Beauty,1,25,25,2023,6,June,3,Saturday,2,TRUE,Senior,June
364,8/23/2023,CUST364,Female,19,Beauty,1,500,500,2023,8,August,23,Wednesday,3,FALSE,Young Adult,August
365,6/11/2023,CUST365,Male,31,Clothing,1,300,300,2023,6,June,11,Sunday,2,TRUE,Adult,June
366,2/7/2023,CUST366,Male,57,Clothing,2,50,100,2023,2,February,7,Tuesday,1,FALSE,Middle Age,February
367,1/5/2023,CUST367,Female,57,Electronics,1,50,50,2023,1,January,5,Thursday,1,FALSE,Middle Age,January
368,8/23/2023,CUST368,Female,56,Clothing,4,300,1200,2023,8,August,23,Wednesday,3,FALSE,Middle Age,August
369,11/15/2023,CUST369,Male,23,Electronics,3,500,1500,2023,11,November,15,Wednesday,4,FALSE,Young Adult,November
370,10/16/2023,CUST370,Male,23,Electronics,2,30,60,2023,10,October,16,Monday,4,FALSE,Young Adult,October
371,2/21/2023,CUST371,Female,20,Beauty,1,25,25,2023,2,February,21,Tuesday,1,FALSE,Young Adult,February
372,2/7/2023,CUST372,Female,24,Beauty,3,500,1500,2023,2,February,7,Tuesday,1,FALSE,Young Adult,February
373,10/3/2023,CUST373,Female,25,Beauty,2,300,600,2023,10,October,3,Tuesday,4,FALSE,Young Adult,October
374,4/20/2023,CUST374,Female,59,Beauty,3,25,75,2023,4,April,20,Thursday,2,FALSE,Senior,April
375,9/17/2023,CUST375,Male,32,Clothing,1,50,50,2023,9,September,17,Sunday,3,TRUE,Adult,September
376,5/16/2023,CUST376,Female,64,Beauty,1,30,30,2023,5,May,16,Tuesday,2,FALSE,Senior,May
377,3/9/2023,CUST377,Female,46,Clothing,4,50,200,2023,3,March,9,Thursday,1,FALSE,Middle Age,March
378,6/28/2023,CUST378,Male,50,Beauty,1,300,300,2023,6,June,28,Wednesday,2,FALSE,Middle Age,June
379,2/5/2023,CUST379,Female,47,Clothing,1,25,25,2023,2,February,5,Sunday,1,TRUE,Middle Age,February
380,5/6/2023,CUST380,Male,56,Electronics,2,300,600,2023,5,May,6,Saturday,2,TRUE,Middle Age,May
381,7/9/2023,CUST381,Female,44,Clothing,4,25,100,2023,7,July,9,Sunday,3,TRUE,Middle Age,July
382,5/26/2023,CUST382,Female,53,Clothing,2,500,1000,2023,5,May,26,Friday,2,FALSE,Middle Age,May
383,3/22/2023,CUST383,Female,46,Beauty,3,30,90,2023,3,March,22,Wednesday,1,FALSE,Middle Age,March
384,8/13/2023,CUST384,Male,55,Clothing,1,500,500,2023,8,August,13,Sunday,3,TRUE,Middle Age,August
385,10/6/2023,CUST385,Male,50,Electronics,3,500,1500,2023,10,October,6,Friday,4,FALSE,Middle Age,October
386,12/27/2023,CUST386,Female,54,Electronics,2,300,600,2023,12,December,27,Wednesday,4,FALSE,Middle Age,December
387,6/4/2023,CUST387,Male,44,Beauty,1,30,30,2023,6,June,4,Sunday,2,TRUE,Middle Age,June
388,11/10/2023,CUST388,Male,50,Electronics,1,25,25,2023,11,November,10,Friday,4,FALSE,Middle Age,November
389,12/1/2023,CUST389,Male,21,Clothing,2,25,50,2023,12,December,1,Friday,4,FALSE,Young Adult,December
390,9/28/2023,CUST390,Male,39,Electronics,2,50,100,2023,9,September,28,Thursday,3,FALSE,Middle Age,September
391,1/5/2023,CUST391,Male,19,Beauty,2,25,50,2023,1,January,5,Thursday,1,FALSE,Young Adult,January
392,12/8/2023,CUST392,Male,27,Clothing,2,300,600,2023,12,December,8,Friday,4,FALSE,Adult,December
393,10/11/2023,CUST393,Female,22,Beauty,2,500,1000,2023,10,October,11,Wednesday,4,FALSE,Young Adult,October
394,6/3/2023,CUST394,Female,27,Clothing,1,500,500,2023,6,June,3,Saturday,2,TRUE,Adult,June
395,12/6/2023,CUST395,Male,50,Electronics,2,500,1000,2023,12,December,6,Wednesday,4,FALSE,Middle Age,December
396,2/23/2023,CUST396,Female,55,Beauty,1,30,30,2023,2,February,23,Thursday,1,FALSE,Middle Age,February
397,3/10/2023,CUST397,Female,30,Beauty,1,25,25,2023,3,March,10,Friday,1,FALSE,Adult,March
398,5/16/2023,CUST398,Female,48,Clothing,2,300,600,2023,5,May,16,Tuesday,2,FALSE,Middle Age,May
399,3/1/2023,CUST399,Female,64,Beauty,2,30,60,2023,3,March,1,Wednesday,1,FALSE,Senior,March
400,2/24/2023,CUST400,Male,53,Clothing,4,50,200,2023,2,February,24,Friday,1,FALSE,Middle Age,February
401,10/11/2023,CUST401,Female,62,Clothing,1,300,300,2023,10,October,11,Wednesday,4,FALSE,Senior,October
402,3/21/2023,CUST402,Female,41,Clothing,2,300,600,2023,3,March,21,Tuesday,1,FALSE,Middle Age,March
403,5/20/2023,CUST403,Male,32,Clothing,2,300,600,2023,5,May,20,Saturday,2,TRUE,Adult,May
404,5/25/2023,CUST404,Male,46,Electronics,2,500,1000,2023,5,May,25,Thursday,2,FALSE,Middle Age,May
405,11/6/2023,CUST405,Female,25,Clothing,4,300,1200,2023,11,November,6,Monday,4,FALSE,Young Adult,November
406,4/18/2023,CUST406,Female,22,Beauty,4,25,100,2023,4,April,18,Tuesday,2,FALSE,Young Adult,April
407,6/25/2023,CUST407,Female,46,Electronics,3,300,900,2023,6,June,25,Sunday,2,TRUE,Middle Age,June
408,4/15/2023,CUST408,Female,64,Beauty,1,500,500,2023,4,April,15,Saturday,2,TRUE,Senior,April
409,12/18/2023,CUST409,Female,21,Electronics,3,300,900,2023,12,December,18,Monday,4,FALSE,Young Adult,December
410,11/21/2023,CUST410,Female,29,Clothing,2,50,100,2023,11,November,21,Tuesday,4,FALSE,Adult,November
411,5/16/2023,CUST411,Male,62,Electronics,4,50,200,2023,5,May,16,Tuesday,2,FALSE,Senior,May
412,9/16/2023,CUST412,Female,19,Electronics,4,500,2000,2023,9,September,16,Saturday,3,TRUE,Young Adult,September
413,9/8/2023,CUST413,Female,44,Beauty,3,25,75,2023,9,September,8,Friday,3,FALSE,Middle Age,September
414,5/9/2023,CUST414,Male,48,Beauty,4,25,100,2023,5,May,9,Tuesday,2,FALSE,Middle Age,May
415,1/27/2023,CUST415,Male,53,Clothing,2,30,60,2023,1,January,27,Friday,1,FALSE,Middle Age,January
416,2/17/2023,CUST416,Male,53,Electronics,4,500,2000,2023,2,February,17,Friday,1,FALSE,Middle Age,February
417,11/21/2023,CUST417,Male,43,Electronics,3,300,900,2023,11,November,21,Tuesday,4,FALSE,Middle Age,November
418,8/5/2023,CUST418,Female,60,Electronics,2,500,1000,2023,8,August,5,Saturday,3,TRUE,Senior,August
419,5/22/2023,CUST419,Female,44,Clothing,3,30,90,2023,5,May,22,Monday,2,FALSE,Middle Age,May
420,1/23/2023,CUST420,Female,22,Clothing,4,500,2000,2023,1,January,23,Monday,1,FALSE,Young Adult,January
421,1/2/2023,CUST421,Female,37,Clothing,3,500,1500,2023,1,January,2,Monday,1,FALSE,Middle Age,January
422,6/20/2023,CUST422,Female,28,Clothing,3,30,90,2023,6,June,20,Tuesday,2,FALSE,Adult,June
423,3/8/2023,CUST423,Female,27,Clothing,1,25,25,2023,3,March,8,Wednesday,1,FALSE,Adult,March
424,11/23/2023,CUST424,Male,57,Beauty,4,300,1200,2023,11,November,23,Thursday,4,FALSE,Middle Age,November
425,5/15/2023,CUST425,Female,55,Electronics,4,30,120,2023,5,May,15,Monday,2,FALSE,Middle Age,May
426,3/24/2023,CUST426,Male,23,Electronics,3,50,150,2023,3,March,24,Friday,1,FALSE,Young Adult,March
427,8/15/2023,CUST427,Male,25,Electronics,1,25,25,2023,8,August,15,Tuesday,3,FALSE,Young Adult,August
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200,2023,10,October,10,Tuesday,4,FALSE,Middle Age,October
429,12/28/2023,CUST429,Male,64,Electronics,2,25,50,2023,12,December,28,Thursday,4,FALSE,Senior,December
430,8/7/2023,CUST430,Female,43,Electronics,3,300,900,2023,8,August,7,Monday,3,FALSE,Middle Age,August
431,10/15/2023,CUST431,Male,63,Electronics,4,300,1200,2023,10,October,15,Sunday,4,TRUE,Senior,October
432,1/5/2023,CUST432,Female,60,Electronics,2,500,1000,2023,1,January,5,Thursday,1,FALSE,Senior,January
433,2/27/2023,CUST433,Male,29,Beauty,4,50,200,2023,2,February,27,Monday,1,FALSE,Adult,February
434,2/8/2023,CUST434,Female,43,Electronics,2,25,50,2023,2,February,8,Wednesday,1,FALSE,Middle Age,February
435,12/20/2023,CUST435,Female,30,Beauty,3,300,900,2023,12,December,20,Wednesday,4,FALSE,Adult,December
436,3/18/2023,CUST436,Female,57,Clothing,4,30,120,2023,3,March,18,Saturday,1,TRUE,Middle Age,March
437,10/7/2023,CUST437,Female,35,Electronics,4,300,1200,2023,10,October,7,Saturday,4,TRUE,Adult,October
438,1/19/2023,CUST438,Female,42,Clothing,1,30,30,2023,1,January,19,Thursday,1,FALSE,Middle Age,January
439,7/9/2023,CUST439,Male,50,Clothing,3,25,75,2023,7,July,9,Sunday,3,TRUE,Middle Age,July
440,10/26/2023,CUST440,Male,64,Clothing,2,300,600,2023,10,October,26,Thursday,4,FALSE,Senior,October
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200,2023,10,October,10,Tuesday,4,FALSE,Middle Age,October
442,3/17/2023,CUST442,Female,60,Clothing,4,25,100,2023,3,March,17,Friday,1,FALSE,Senior,March
443,8/9/2023,CUST443,Male,29,Clothing,2,300,600,2023,8,August,9,Wednesday,3,FALSE,Adult,August
444,3/7/2023,CUST444,Female,61,Clothing,3,30,90,2023,3,March,7,Tuesday,1,FALSE,Senior,March
445,1/22/2023,CUST445,Female,53,Electronics,1,300,300,2023,1,January,22,Sunday,1,TRUE,Middle Age,January
446,6/7/2023,CUST446,Male,21,Electronics,1,50,50,2023,6,June,7,Wednesday,2,FALSE,Young Adult,June
447,7/6/2023,CUST447,Male,22,Beauty,4,500,2000,2023,7,July,6,Thursday,3,FALSE,Young Adult,July
448,1/21/2023,CUST448,Female,54,Beauty,2,30,60,2023,1,January,21,Saturday,1,TRUE,Middle Age,January
449,7/3/2023,CUST449,Male,25,Electronics,4,50,200,2023,7,July,3,Monday,3,FALSE,Young Adult,July
450,4/18/2023,CUST450,Female,59,Beauty,2,25,50,2023,4,April,18,Tuesday,2,FALSE,Senior,April
451,12/16/2023,CUST451,Female,45,Electronics,1,30,30,2023,12,December,16,Saturday,4,TRUE,Middle Age,December
452,5/8/2023,CUST452,Female,48,Clothing,3,500,1500,2023,5,May,8,Monday,2,FALSE,Middle Age,May
453,12/8/2023,CUST453,Female,26,Clothing,2,500,1000,2023,12,December,8,Friday,4,FALSE,Adult,December
454,2/22/2023,CUST454,Female,46,Beauty,1,25,25,2023,2,February,22,Wednesday,1,FALSE,Middle Age,February
455,7/1/2023,CUST455,Male,31,Electronics,4,25,100,2023,7,July,1,Saturday,3,TRUE,Adult,July
456,10/14/2023,CUST456,Male,57,Electronics,2,30,60,2023,10,October,14,Saturday,4,TRUE,Middle Age,October
457,7/28/2023,CUST457,Female,58,Beauty,3,300,900,2023,7,July,28,Friday,3,FALSE,Middle Age,July
458,11/14/2023,CUST458,Female,39,Electronics,4,25,100,2023,11,November,14,Tuesday,4,FALSE,Middle Age,November
459,3/21/2023,CUST459,Male,28,Clothing,4,300,1200,2023,3,March,21,Tuesday,1,FALSE,Adult,March
460,5/2/2023,CUST460,Male,40,Beauty,1,50,50,2023,5,May,2,Tuesday,2,FALSE,Middle Age,May
461,3/25/2023,CUST461,Female,18,Beauty,2,500,1000,2023,3,March,25,Saturday,1,TRUE,Teen,March
462,4/1/2023,CUST462,Male,63,Electronics,4,300,1200,2023,4,April,1,Saturday,2,TRUE,Senior,April
463,7/31/2023,CUST463,Female,54,Beauty,3,500,1500,2023,7,July,31,Monday,3,FALSE,Middle Age,July
464,1/13/2023,CUST464,Male,38,Electronics,2,300,600,2023,1,January,13,Friday,1,FALSE,Middle Age,January
465,4/2/2023,CUST465,Female,43,Electronics,3,50,150,2023,4,April,2,Sunday,2,TRUE,Middle Age,April
466,6/20/2023,CUST466,Male,63,Electronics,4,25,100,2023,6,June,20,Tuesday,2,FALSE,Senior,June
467,7/30/2023,CUST467,Female,53,Electronics,3,50,150,2023,7,July,30,Sunday,3,TRUE,Middle Age,July
468,12/9/2023,CUST468,Male,40,Electronics,1,25,25,2023,12,December,9,Saturday,4,TRUE,Middle Age,December
469,5/8/2023,CUST469,Male,18,Beauty,3,25,75,2023,5,May,8,Monday,2,FALSE,Teen,May
470,5/17/2023,CUST470,Female,57,Clothing,2,500,1000,2023,5,May,17,Wednesday,2,FALSE,Middle Age,May
471,3/23/2023,CUST471,Male,32,Clothing,3,50,150,2023,3,March,23,Thursday,1,FALSE,Adult,March
472,12/26/2023,CUST472,Female,38,Beauty,3,300,900,2023,12,December,26,Tuesday,4,FALSE,Middle Age,December
473,2/25/2023,CUST473,Male,64,Beauty,1,50,50,2023,2,February,25,Saturday,1,TRUE,Senior,February
474,7/15/2023,CUST474,Female,26,Clothing,3,500,1500,2023,7,July,15,Saturday,3,TRUE,Adult,July
